rate_id,rate_date,rate_title,rate_value,traveller_type,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverage,ground_service,value_for_money,recommended
John Rolfe,1st October 2022,"""wait for cases at Heathrow T5""",7,Couple Leisure,Business Class,Jersey to London Heathrow,September 2022,4,4,4,3,4,yes
John Rolfe,1st October 2022,"""cabin crew are usually exceptional""",8,Couple Leisure,Business Class,London Heathrow to Jersey,September 2022,4,5,4,3,4,yes
L Tran,25th September 2022,"""I still found it underwhelming""",3,Solo Leisure,Business Class,Istanbul to London Heathrow,September 2022,1,3,2,3,2,no
L Tran,25th September 2022,"""At least the food tasted good""",9,Solo Leisure,Business Class,London Heathrow to New York JFK,September 2022,5,4,4,5,5,yes
Ida Johansson,24th September 2022,"""I will never travel BA again""",1,Business,Economy Class,Gothenburg to Jersey via London,June 2022,2,2,0,1,1,no
Jennifer Foster,23rd September 2022,"""Couldn’t fault anything""",10,Solo Leisure,Premium Economy,Heathrow to Mexico City,September 2022,5,5,5,5,5,yes
Gaspard de Laaf,20th September 2022,"""personnel was just magnificent""",10,Solo Leisure,Economy Class,London to Tampa,September 2022,5,5,5,5,5,yes
Elizabeth Vaughan,16th September 2022,"""Should be more snacks on board""",4,Solo Leisure,Economy Class,Sydney to London via Singapore,September 2022,1,3,2,4,2,yes
S Hearne,14th September 2022,"""Crew were friendly""",5,Couple Leisure,Economy Class,London to Lisbon,September 2022,4,5,1,3,3,yes
Shahid Habib,11th September 2022,"""very short leg space""",1,Business,Business Class,London to Istanbul,September 2022,1,1,1,1,1,no
Delphi Haigh,10th September 2022,"""staff were no help and frankly rude""",2,Couple Leisure,Economy Class,London to Manchester,September 2022,4,1,2,1,1,no
Carlo Bell,7th September 2022,"""Flight was cancelled at the last minute""",2,Family Leisure,Economy Class,London to Rome,August 2022,4,4,3,1,2,no
A Neale,7th September 2022,"""I have to write a positive review""",7,Couple Leisure,Business Class,London Gatwick to Malaga,September 2022,3,5,5,4,3,yes
P Walker,6th September 2022,"""review is for BA booking system""",1,Business,Economy Class,Heathrow to Tenerife,November 2021,0,0,0,0,1,no
Carol Jones,31st August 2022,"""I will not be flying BA again""",4,Couple Leisure,Economy Class,Manchester to Seattle via London,August 2022,3,2,1,4,3,no
E Garton,28th August 2022,"""not been recompensed for our expenses""",1,Couple Leisure,Premium Economy,San Francisco to London,April 2022,2,1,2,1,1,no
Alison Green,23rd August 2022,"""she went above and beyond""",10,Couple Leisure,Economy Class,Berlin to London City,August 2022,3,5,4,2,4,yes
Neil Nerva,23rd August 2022,"""Hard working crew""",9,Couple Leisure,Economy Class,Tel Aviv to London,August 2022,5,5,5,3,4,yes
Raj Gharu,22nd August 2022,"""Philippines Airlines require a 24 hr negative covid test""",1,Solo Leisure,Business Class,London to Manila via Singapore,June 2022,1,1,1,1,1,no
Christine Chapman,21st August 2022,"""not worth the risk of travelling with BA""",1,Solo Leisure,Economy Class,London to Barcelona,June 2022,1,2,1,1,1,no
N Ganovski,20th August 2022,"""cancelled my return flight""",1,Business,Business Class,Los Angeles to Thessaloniki via London,June 2022,2,2,1,1,1,no
M Lane,15th August 2022,"""staff were so friendly""",10,Couple Leisure,Economy Class,Boston to Dublin via London,August 2022,5,5,5,5,5,yes
Josephine Vega,10th August 2022,"""amazing at her job""",10,Couple Leisure,Economy Class,London to New York,July 2022,5,5,5,5,3,yes
Stan Van Wyk,4th August 2022,"""no food available for the 4 year old""",1,Family Leisure,Economy Class,Cape Town to London Heathrow,August 2022,2,1,1,4,3,no
William Ross,31st July 2022,"""We had a nice flight""",8,Couple Leisure,Premium Economy,Dallas Ft Worth to London,May 2022,3,5,5,4,4,yes
M Carena,30th July 2022,"""2 suitcases lost in 2 flights""",1,Family Leisure,Economy Class,London to Amsterdam,July 2022,1,1,1,1,1,no
Ian Sinclair,27th July 2022,"""Some things just do not change at BA""",1,Solo Leisure,Business Class,London to Marrakesh,June 2022,1,1,1,1,1,no
Lilian Nelson,27th July 2022,"""I have not received my refund""",2,Solo Leisure,Economy Class,Accra to London,November 2021,0,0,0,1,1,no
Donald Haugh,27th July 2022,"""has taken a nosedive in my opinion""",2,Solo Leisure,Economy Class,Nairobi to New York via London,July 2022,3,5,3,3,1,no
E Smyth,23rd July 2022,"""A good flight overall""",8,Family Leisure,Business Class,San Francisco to London,July 2022,4,5,4,4,4,yes
Frank Houiellebecq,22nd July 2022,"""managed to lose my luggage""",1,Solo Leisure,Economy Class,London to Amman,May 2022,1,1,0,1,1,no
T Payne,22nd July 2022,"""get us on a flight 5 days later""",1,Family Leisure,Economy Class,Edinburgh to Washington via London,July 2022,2,2,2,1,1,no
Rene Verhoef,20th July 2022,"""refund process is non responsive""",1,Couple Leisure,Economy Class,Vancouver to Amsterdam via London,June 2022,5,5,5,1,1,no
J Tydeman,18th July 2022,"""Seat was very uncomfortable""",5,Couple Leisure,Economy Class,Sao Paulo to Heathrow,July 2022,1,2,3,3,3,yes
Michael Little,18th July 2022,"""let down by chaotic check-in and boarding""",5,Couple Leisure,Economy Class,London to Reykjavik,May 2022,3,4,1,1,4,yes
J Roberts,17th July 2022,"""Crew were attentive and charming""",7,Business,Economy Class,Belfast to London,July 2022,4,5,2,2,4,yes
Mark Robinson,13th July 2022,"""become an absolute nightmare""",1,0,Business Class,London to Malaga,July 2022,0,0,0,0,1,no
Matthew Sheedy,12th July 2022,"""wonderful BA representative""",10,Couple Leisure,Business Class,London to Toronto,July 2022,5,5,5,5,5,yes
E Smyth,9th July 2022,"""Overall a good flight""",8,Family Leisure,Business Class,London to Los Angeles,July 2022,4,4,4,5,4,yes
Tanya Disselkoen,7th July 2022,"""disappointed and angry""",1,Family Leisure,Economy Class,Washington to London,July 2022,1,1,0,1,1,no
Deanna Lacey,6th July 2022,"""lack of practical assistance""",2,Solo Leisure,Premium Economy,Nairobi to New York via London,July 2022,1,1,1,1,1,no
J Gandre,6th July 2022,"""they have no idea where our bags are""",1,Couple Leisure,Business Class,Dublin to London City,July 2022,4,4,3,1,1,no
H Munstinelli,4th July 2022,"""Limited TV and movie selections""",4,Solo Leisure,Premium Economy,Venice to Baltimore via London Heathrow,July 2022,3,3,3,1,2,no
Gerald Kirby,4th July 2022,"""seat reservation fees are non refundable""",1,Couple Leisure,Premium Economy,London to Nairobi,June 2022,0,0,0,0,1,no
Nigel Forfar,30th June 2022,"""cabin crew seemed to really struggle with service""",6,Couple Leisure,Economy Class,London Heathrow to Johannesburg,June 2022,1,3,3,2,4,no
Katie Mcdonald,30th June 2022,"""Overall not happy at all""",1,Family Leisure,Economy Class,Belfast to London,June 2022,0,0,0,1,1,no
Paul Mayer,29th June 2022,"""do not allow free seat selection",1,Family Leisure,Business Class,0,June 2022,2,2,2,1,1,no
Michael Ganey,28th June 2022,"""Really not fair to just take our money!""",1,Couple Leisure,Economy Class,London to Paris,July 2021,1,1,1,1,1,no
David Lindner,27th June 2022,"""Trying to call BA was a nightmare""",1,Business,Business Class,Miami to Paris,June 2022,3,4,4,3,1,no
Amira Ali,27th June 2022,"""flight was delayed over 6 hours""",1,Family Leisure,Economy Class,Edmonton to Cairo,June 2022,2,2,1,1,2,no
Andreia Costa,27th June 2022,"""No respect with the customer!""",1,Couple Leisure,Premium Economy,Amsterdam to Montreal via London,June 2022,2,2,2,2,2,no
James Pang,25th June 2022,"""BA cancelled my flight, I never got on it""",1,Solo Leisure,Economy Class,Hong Kong to London,April 2022,0,0,0,0,1,no
N Gan,25th June 2022,"""think twice to take BA in the future""",1,Family Leisure,Economy Class,Belfast to London,June 2022,3,1,2,1,1,no
Kemal Can,24th June 2022,"""I guess BA has selected the lowest budget option""",4,Business,Economy Class,London to Johannesburg,June 2022,1,4,1,3,2,no
Gustavo Sirna Barbosa,23rd June 2022,"""Good old times of being a glamour flying BA has far gone""",1,Couple Leisure,Economy Class,Paris CDG to London Heathrow,June 2022,1,4,1,2,1,no
Simon Fowler,23rd June 2022,"""food choice and quality was poor""",4,Couple Leisure,Business Class,Portland to London,June 2022,2,4,2,4,2,no
M Edwards,22nd June 2022,"""BA standards continue to slip""",5,Business,Business Class,London to Malaga,June 2022,3,2,2,2,3,no
David Stewart,20th June 2022,"""Right now do not use British Airways""",1,Couple Leisure,Economy Class,Boston to Edinburgh via Heathrow,June 2022,1,4,4,1,1,no
H Schock,19th June 2022,"""never use this company again""",1,Couple Leisure,Economy Class,Edmonton to Santorini via Toronto / London,June 2022,1,1,0,1,1,no
S Han,18th June 2022,"""a fairly disappointing experience""",4,Solo Leisure,Economy Class,Vancouver to London,June 2022,1,2,1,2,3,no
David Ellis,17th June 2022,"""Club Suite seats a huge improvement""",8,Couple Leisure,Business Class,London to san Francisco,June 2022,4,4,3,2,4,yes
G Gregory,16th June 2022,"""had to hand in my hand luggage""",2,Business,Economy Class,London to Amsterdam,June 2022,2,2,0,2,1,no
S Gray,15th June 2022,"""BA are putting the 'economy' back in premium economy""",5,Couple Leisure,Premium Economy,Cancun to London Gatwick,June 2022,4,3,2,3,3,no
N Rochon,13th June 2022,"""no information where my luggage is""",4,Couple Leisure,Economy Class,Phoenix to Hamburg via London,June 2022,2,2,3,1,1,no
Price Johnson,11th June 2022,"""This airline is a complete disaster""",1,Family Leisure,Business Class,Dallas Fort-Worth to Toulouse via London,June 2022,1,1,1,1,1,no
Chris Walsh,8th June 2022,"""the nicest crew I've ever had""",10,Couple Leisure,Business Class,London to Thira,June 2022,5,5,5,5,5,yes
Munazza Razaq,6th June 2022,"""she went above and beyond""",10,Family Leisure,Economy Class,Islamabad to Manchester via Gatwick,April 2022,5,5,5,5,4,yes
Christopher Neep,3rd June 2022,"""crew made the flight outstanding""",10,Solo Leisure,Business Class,Vancouver to London,June 2022,4,5,3,2,5,yes
Daniel Cook,2nd June 2022,"""Overall it was a great flight""",9,Business,Economy Class,London to Boston,May 2022,4,5,5,5,3,yes
Manan Ghosh,2nd June 2022,"""provide a hassle free flight to my son""",9,Solo Leisure,Economy Class,Johannesburg to Toronto via London,May 2022,4,4,4,4,3,yes
F Keele,1st June 2022,"""finally agreed to refund my baggage charge""",1,Couple Leisure,Economy Class,Zurich to London,February 2022,0,0,0,1,1,no
Ken Howie,30th May 2022,"""Crew were good but lacked the personal touch""",8,Couple Leisure,Business Class,Johannesburg to London Heathrow,April 2022,4,4,3,3,3,yes
S Tharen,30th May 2022,"""do not recommend this airline""",1,Couple Leisure,Business Class,Miami to Zurich via London,May 2022,4,3,3,1,1,no
Wayne Connolly,30th May 2022,"""I will never use them again""",1,Family Leisure,Economy Class,Bridgetown to London,May 2022,1,5,1,3,1,no
J Davey,27th May 2022,"""they should be ashamed""",1,Family Leisure,Business Class,London to Malaga,May 2022,0,0,0,0,2,no
B Owen,24th May 2022,"""economy style with an unsold middle seat""",2,Couple Leisure,Business Class,Dubrovnik to London,May 2022,2,2,1,4,1,no
Sarah Lorimer Turner,23rd May 2022,"""Amsterdam is the worst airport I have experienced""",1,Couple Leisure,Economy Class,Amsterdam to London,May 2022,2,1,1,1,1,no
R Marton,19th May 2022,"""They actually give me a voucher""",1,Business,Economy Class,Columbus to Nairobi via Chicago / London,May 2022,0,0,0,0,1,no
Lizzy Keough,18th May 2022,"""battling a long overdue refund""",1,Solo Leisure,Economy Class,London to Geneva,March 2022,0,0,0,0,1,no
L Kayne,18th May 2022,"""I will never fly with them again""",1,Solo Leisure,Business Class,London to Mauritius,March 2022,0,0,0,1,1,no
Gary Mccartan,18th May 2022,"""one excuse after another with BA these days""",3,Solo Leisure,Economy Class,London Heathrow to Malaga,May 2022,3,2,1,1,3,no
M Mueller,11th May 2022,"""Cancelled connection flight""",2,Solo Leisure,Economy Class,Basel to Johannesburg via London,May 2022,1,2,2,1,2,no
G Karakis,11th May 2022,"""no cabin divider in the aircraft""",4,Couple Leisure,Business Class,Athens to London,May 2022,2,4,3,3,2,no
G Berhler,9th May 2022,"""worth the extra money for Premium Economy""",8,Solo Leisure,Premium Economy,London to Mexico City,April 2022,5,4,4,4,4,yes
Tyler Speer,8th May 2022,"""decline in customer service""",1,Business,Economy Class,Glasgow to New York,May 2022,3,4,4,1,1,no
HJB Byers,5th May 2022,"""I’m extremely frustrated""",3,Solo Leisure,Economy Class,London Heathrow to Los Angeles,May 2022,1,5,0,4,1,no
N Siotto,4th May 2022,"""Staff very friendly and professional""",10,Solo Leisure,Premium Economy,Dubai to Milan Malpensa via London,May 2022,5,5,5,5,5,yes
J Barson,4th May 2022,"""upgrade had been given away to someone else""",2,Solo Leisure,Economy Class,Los Angeles to London,May 2022,0,0,0,0,1,no
Kirsty Henderson,29th April 2022,"""discrepancy with the baggage allowance""",1,Solo Leisure,Economy Class,London to Cape Town,April 2022,2,1,2,1,1,no
C Barteres,29th April 2022,"""thank you for the great service""",10,Solo Leisure,Economy Class,São Paulo to Milan via London,April 2022,5,5,5,5,5,yes
W Gordon,28th April 2022,"""food was first class, nothing was too much for the staff""",8,Family Leisure,Business Class,Madrid to London Heathrow,April 2022,3,5,5,5,4,yes
Leslie Percy,27th April 2022,"""Overall a very pleasant trip""",10,Couple Leisure,Business Class,Dubrovnik to London Heathrow,April 2022,4,5,5,5,5,yes
K Marishan,24th April 2022,"""have lost all patience with this airline""",1,Business,Business Class,London to Aberdeen,April 2022,1,2,1,3,1,no
Paul MacInnes,23rd April 2022,"""BA have no intention of resolving this""",1,Solo Leisure,Business Class,Pisa to London Heathrow,March 2022,1,1,1,1,1,no
Charmaine Williams,20th April 2022,"""absolutely shocking service""",1,Couple Leisure,Economy Class,Johannesburg to Durban,April 2022,1,1,1,1,1,no
Rolf Linden,20th April 2022,"""was a really bad experience""",1,Couple Leisure,Economy Class,Gothenburg to Manchester via London,April 2022,3,3,1,1,1,no
Guy Senior,20th April 2022,"""lots of space and privacy, very good seat""",9,Solo Leisure,Business Class,Chicago to London,March 2022,5,5,5,3,4,yes
Christy Chang,16th April 2022,"""been an appalling experience""",1,Couple Leisure,Economy Class,Riyadh to Nice via London,April 2022,2,3,2,1,2,no
K Fama,15th April 2022,"""such terrible customer service""",1,Couple Leisure,Business Class,London to Glasgow,April 2022,0,0,0,0,1,no
Ryan Moukarram,14th April 2022,"""The service was very good""",7,Family Leisure,Economy Class,Glasgow to Washington via London,April 2022,4,5,4,4,3,yes
M Edwards,12th April 2022,"""BA is becoming more and more shambolic""",4,Business,Business Class,Malaga to London,April 2022,2,4,2,2,2,no
Bruce Derr,12th April 2022,"""Shout out to the help desk at Heathrow""",10,Couple Leisure,Economy Class,Nice to Dallas via London,April 2022,5,5,4,5,4,yes
Andrew Morgan,11th April 2022,"""watched their decline with great sadness""",1,Solo Leisure,Economy Class,London to Paris,March 2022,1,1,1,1,3,no
Nicholas Coveyduck,8th April 2022,"""disgraceful that a full fare paying passenger should be treated like this""",3,Couple Leisure,Business Class,Phoenix to Paris via London,April 2022,3,2,2,2,2,no
Peter Pomeranze,7th April 2022,"""Generally a positive experience""",9,Business,Business Class,Phoenix to London Heathrow,April 2022,5,5,5,4,5,yes
Gilbert Matni,7th April 2022,"""most terrible airline I’ve dealt with""",1,Couple Leisure,Economy Class,Santorini to Los Angeles via London,April 2022,1,1,1,1,1,no
D Meares,6th April 2022,"""caused our family extreme stress and disappointment""",2,Family Leisure,Business Class,London to Tokyo,June 2022,0,0,0,0,1,no
David Stones,6th April 2022,"""a virtually flawless experience""",9,Solo Leisure,Business Class,Edinburgh to London City,April 2022,5,5,5,5,4,yes
B Dozza,6th April 2022,"""New Club Suites are amazing""",8,Solo Leisure,Business Class,Vancouver to London,March 2022,4,4,4,2,5,yes
Chris Walsh,4th April 2022,"""Service was good but food not so""",7,Couple Leisure,Business Class,London to Venice,March 2022,2,4,2,2,3,yes
G Meaden,4th April 2022,"""still no refunds 3 months on""",1,Business,Business Class,London to Barcelona,April 2022,1,1,1,1,1,no
Richard Hodges,4th April 2022,"""old Club Class a huge disappointment""",5,Couple Leisure,Business Class,Barbados to Heathrow,March 2022,2,3,3,4,3,yes
Haydn Robinson,4th April 2022,"""Spent an hour checking in""",1,Business,Economy Class,Heathrow to Bologna,April 2022,1,1,0,1,1,no
Jeff Michel,3rd April 2022,"""Onboard 10/10, getting to be onboard 1/10""",5,Business,Business Class,Geneva to London,April 2022,4,5,4,1,4,no
